Country,alpha_2_code,alpha_3_code,numeric_code,Indicator,Year,Value,Gender,observation_status,current_age
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,88,Total,Estimated value,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,97,Total,Estimated value,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,94,Total,Estimated value,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,94,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,65,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,67,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,66,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,67,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,67,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,68,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,75,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,79,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,83,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,89,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,92,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,95,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,98,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,98,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,98,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,98,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,97,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,96,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,97,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,79,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,90,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,91,Total,Estimated value,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,93,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,95,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,88,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,88,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,84,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,80,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,76,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,78,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,79,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,73,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,69,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,72,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,76,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,74,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,76,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,69,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,83,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,83,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,80,Total,Estimated value,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,65,Total,Estimated value,Total
